GEOID,NAME,B05002_001E,B05002_001M,B05002_013E,B05002_013M
57625,ZCTA5 57625,4336,229,39,54
57636,ZCTA5 57636,92,43,0,10
57747,ZCTA5 57747,5802,381,125,93
57430,ZCTA5 57430,2290,255,0,10
57433,ZCTA5 57433,382,130,2,3
57471,ZCTA5 57471,543,125,17,28
57479,ZCTA5 57479,614,145,29,29
57531,ZCTA5 57531,96,39,0,10
57536,ZCTA5 57536,308,97,0,10
57540,ZCTA5 57540,107,74,0,10
57548,ZCTA5 57548,1611,88,25,20
57553,ZCTA5 57553,104,76,0,10
57555,ZCTA5 57555,4369,546,40,80
57562,ZCTA5 57562,138,86,0,10
57571,ZCTA5 57571,8,8,0,10
57620,ZCTA5 57620,548,112,0,10
57621,ZCTA5 57621,320,87,0,10
44144,ZCTA5 44144,21661,1280,2590,441
44221,ZCTA5 44221,28271,1038,1907,572
44230,ZCTA5 44230,8480,381,48,35
44235,ZCTA5 44235,1714,500,0,12
44236,ZCTA5 44236,25281,435,1420,335
44240,ZCTA5 44240,39778,688,2615,604
44262,ZCTA5 44262,5016,94,367,235
44270,ZCTA5 44270,8661,486,127,95
44303,ZCTA5 44303,8422,687,533,231
44622,ZCTA5 44622,18152,362,478,234
44627,ZCTA5 44627,7093,849,2,4
44628,ZCTA5 44628,849,192,13,17
44629,ZCTA5 44629,3156,566,9,13
44632,ZCTA5 44632,10101,1220,83,58
44646,ZCTA5 44646,47930,1347,970,299
44657,ZCTA5 44657,9484,669,97,82
44672,ZCTA5 44672,4646,203,27,25
44695,ZCTA5 44695,1738,328,19,18
44802,ZCTA5 44802,1020,169,46,52
44815,ZCTA5 44815,644,157,1,3
44818,ZCTA5 44818,2319,339,17,18
44839,ZCTA5 44839,12364,594,311,176
44840,ZCTA5 44840,2763,423,16,15
44853,ZCTA5 44853,1443,235,0,12
44857,ZCTA5 44857,23646,644,511,226
44875,ZCTA5 44875,13621,296,134,82
44011,ZCTA5 44011,23233,32,959,333
44021,ZCTA5 44021,5834,425,23,19
44028,ZCTA5 44028,9330,441,270,120
44053,ZCTA5 44053,19634,1245,443,185
44056,ZCTA5 44056,11942,59,591,196
44057,ZCTA5 44057,19611,251,442,194
44062,ZCTA5 44062,15369,957,60,39
44405,ZCTA5 44405,7847,37,363,131
44410,ZCTA5 44410,17266,640,432,304
44413,ZCTA5 44413,6964,429,86,66
44420,ZCTA5 44420,14975,764,179,85
44437,ZCTA5 44437,3880,283,34,34
44473,ZCTA5 44473,3484,233,11,15
44502,ZCTA5 44502,9127,895,207,93
44611,ZCTA5 44611,2283,452,14,25
44613,ZCTA5 44613,2128,355,21,27
44621,ZCTA5 44621,4342,421,35,39
44626,ZCTA5 44626,2836,254,17,18
44656,ZCTA5 44656,2302,563,0,12
44663,ZCTA5 44663,24735,572,994,450
44680,ZCTA5 44680,4391,169,44,41
44681,ZCTA5 44681,8801,637,70,57
44706,ZCTA5 44706,16720,1083,68,48
44709,ZCTA5 44709,17762,1112,733,306
47993,ZCTA5 47993,3360,295,19,19
47143,ZCTA5 47143,3358,378,16,26
47164,ZCTA5 47164,4010,586,33,47
47167,ZCTA5 47167,14481,619,81,52
47223,ZCTA5 47223,962,349,0,12
47229,ZCTA5 47229,3086,291,88,114
47234,ZCTA5 47234,1564,327,7,13
47246,ZCTA5 47246,4642,476,16,14
47264,ZCTA5 47264,1371,437,143,159
48726,ZCTA5 48726,5534,221,33,22
48734,ZCTA5 48734,7837,276,99,88
48741,ZCTA5 48741,1872,201,14,12
48744,ZCTA5 48744,4051,345,28,30
48754,ZCTA5 48754,987,158,2,3
48757,ZCTA5 48757,3831,258,34,27
48801,ZCTA5 48801,13172,444,200,76
48806,ZCTA5 48806,1780,324,21,21
48815,ZCTA5 48815,2362,326,26,18
48818,ZCTA5 48818,2451,200,98,68
48832,ZCTA5 48832,1257,204,0,11
48850,ZCTA5 48850,4405,317,69,48
48856,ZCTA5 48856,876,170,14,22
48861,ZCTA5 48861,1738,363,15,16
48866,ZCTA5 48866,4555,350,35,24
48895,ZCTA5 48895,11563,438,188,141
48896,ZCTA5 48896,372,216,0,11
48933,ZCTA5 48933,2596,750,634,656
48706,ZCTA5 48706,38628,685,434,136
48653,ZCTA5 48653,10264,352,151,68
48662,ZCTA5 48662,1495,216,0,11
48703,ZCTA5 48703,2895,204,48,21
48872,ZCTA5 48872,6438,547,44,38
48837,ZCTA5 48837,20551,777,314,139
48840,ZCTA5 48840,12389,794,864,277
48847,ZCTA5 48847,5526,261,24,19
48875,ZCTA5 48875,10887,389,182,89
48880,ZCTA5 48880,10071,338,136,82
48881,ZCTA5 48881,5567,447,37,23
48235,ZCTA5 48235,46426,2906,546,192
48236,ZCTA5 48236,29592,738,2445,630
48301,ZCTA5 48301,15024,905,1854,367
48302,ZCTA5 48302,15623,868,3242,387
48313,ZCTA5 48313,33600,1484,4748,891
48314,ZCTA5 48314,20624,1313,5178,815
48326,ZCTA5 48326,22856,242,5600,568
48328,ZCTA5 48328,27410,1405,1865,433
48342,ZCTA5 48342,16767,1568,1187,444
48353,ZCTA5 48353,6961,440,418,240
48416,ZCTA5 48416,5040,449,72,49
48433,ZCTA5 48433,24975,785,698,191
48454,ZCTA5 48454,1182,162,9,6
48455,ZCTA5 48455,8348,542,182,123
48458,ZCTA5 48458,18712,1045,336,157
48466,ZCTA5 48466,1512,186,3,5
48468,ZCTA5 48468,1164,152,23,17
48509,ZCTA5 48509,9380,819,282,152
48519,ZCTA5 48519,7027,647,68,67
48602,ZCTA5 48602,30109,1114,514,180
48607,ZCTA5 48607,1772,586,75,54
57645,ZCTA5 57645,141,42,0,12
57657,ZCTA5 57657,195,47,0,10
57725,ZCTA5 57725,354,135,6,11
57735,ZCTA5 57735,1292,238,6,11
57748,ZCTA5 57748,292,127,3,4
57788,ZCTA5 57788,446,160,0,10
57799,ZCTA5 57799,680,154,42,28
57790,ZCTA5 57790,1122,231,30,41
57766,ZCTA5 57766,140,75,0,10
66968,ZCTA5 66968,1258,147,6,6
66770,ZCTA5 66770,1069,271,7,14
66870,ZCTA5 66870,153,60,0,11
66956,ZCTA5 66956,1118,171,25,24
66085,ZCTA5 66085,9780,1306,418,212
66216,ZCTA5 66216,24477,1088,1626,493
66010,ZCTA5 66010,684,154,0,11
66031,ZCTA5 66031,628,158,24,20
66045,ZCTA5 66045,2284,298,211,70
66621,ZCTA5 66621,653,194,88,87
66622,ZCTA5 66622,102,69,33,62
66728,ZCTA5 66728,34,23,0,11
66873,ZCTA5 66873,245,61,8,12
65580,ZCTA5 65580,465,186,29,42
65618,ZCTA5 65618,133,107,0,12
65647,ZCTA5 65647,2801,457,126,105
65745,ZCTA5 65745,2616,496,10,10
65789,ZCTA5 65789,2149,456,3,5
65321,ZCTA5 65321,357,102,6,7
65612,ZCTA5 65612,1775,696,0,12
65664,ZCTA5 65664,141,79,0,12
65755,ZCTA5 65755,683,283,62,40
65634,ZCTA5 65634,674,358,0,12
65704,ZCTA5 65704,3600,516,5,9
65215,ZCTA5 65215,277,67,15,30
65584,ZCTA5 65584,11986,923,964,319
65586,ZCTA5 65586,81,121,0,12
65654,ZCTA5 65654,327,125,41,28
66043,ZCTA5 66043,11378,300,713,217
66047,ZCTA5 66047,20954,1245,1886,476
66048,ZCTA5 66048,35952,804,665,176
66053,ZCTA5 66053,6967,299,78,58
66054,ZCTA5 66054,2877,423,42,29
66060,ZCTA5 66060,1364,289,0,11
66103,ZCTA5 66103,12923,977,2323,442
66112,ZCTA5 66112,12521,1152,1544,488
66208,ZCTA5 66208,21031,462,576,206
66224,ZCTA5 66224,12659,830,1231,293
66411,ZCTA5 66411,1280,164,2,5
66412,ZCTA5 66412,142,53,5,6
66432,ZCTA5 66432,305,101,2,3
66438,ZCTA5 66438,129,40,0,11
66451,ZCTA5 66451,1656,231,0,11
66522,ZCTA5 66522,222,146,0,11
66540,ZCTA5 66540,567,137,0,11
66546,ZCTA5 66546,1019,287,10,20
66604,ZCTA5 66604,21985,1180,873,301
66614,ZCTA5 66614,32386,1365,1413,332
66712,ZCTA5 66712,1763,268,3,5
66753,ZCTA5 66753,1203,332,0,11
44714,ZCTA5 44714,9353,1060,157,108
45711,ZCTA5 45711,903,260,15,21
45744,ZCTA5 45744,2469,455,10,13
45766,ZCTA5 45766,1233,310,0,12
45786,ZCTA5 45786,3137,341,5,10
45788,ZCTA5 45788,1176,486,8,13
45819,ZCTA5 45819,285,90,1,3
45832,ZCTA5 45832,3170,328,24,25
45840,ZCTA5 45840,55834,601,2743,424
45845,ZCTA5 45845,2840,238,21,28
45863,ZCTA5 45863,1312,241,0,12
45729,ZCTA5 45729,1275,309,8,13
45347,ZCTA5 45347,4270,298,15,11
45381,ZCTA5 45381,5532,238,25,24
45414,ZCTA5 45414,20177,985,692,257
45417,ZCTA5 45417,29072,1617,623,283
45426,ZCTA5 45426,15329,825,465,245
45504,ZCTA5 45504,16908,893,457,174
45309,ZCTA5 45309,12496,679,394,228
45369,ZCTA5 45369,3709,284,23,30
45620,ZCTA5 45620,792,326,0,12
45653,ZCTA5 45653,3928,602,0,12
45693,ZCTA5 45693,9041,744,46,59
45770,ZCTA5 45770,656,225,0,12
45873,ZCTA5 45873,1547,293,3,4
45619,ZCTA5 45619,7468,601,75,48
45732,ZCTA5 45732,4328,359,12,16
45817,ZCTA5 45817,6668,276,28,31
45870,ZCTA5 45870,552,312,0,12
45836,ZCTA5 45836,1410,230,7,11
45384,ZCTA5 45384,2252,531,144,130
45011,ZCTA5 45011,72320,1930,5099,768
45032,ZCTA5 45032,458,153,8,10
45070,ZCTA5 45070,116,64,0,12
45101,ZCTA5 45101,2145,237,22,31
45123,ZCTA5 45123,8717,529,55,32
45130,ZCTA5 45130,4013,474,0,12
45140,ZCTA5 45140,56093,1934,2939,609
45162,ZCTA5 45162,2330,387,51,35
45177,ZCTA5 45177,21756,616,583,196
45205,ZCTA5 45205,18839,2010,1073,398
45206,ZCTA5 45206,10219,827,191,74
45212,ZCTA5 45212,22484,373,1106,310
45216,ZCTA5 45216,9059,1069,1152,492
45219,ZCTA5 45219,19336,1119,1374,351
45225,ZCTA5 45225,9487,949,149,142
45241,ZCTA5 45241,23915,1026,2101,573
45248,ZCTA5 45248,25023,1281,649,200
45051,ZCTA5 45051,168,172,6,13
45145,ZCTA5 45145,21,32,0,12
48609,ZCTA5 48609,12375,377,576,375
48631,ZCTA5 48631,4186,426,16,18
48632,ZCTA5 48632,5043,403,69,42
48637,ZCTA5 48637,3344,311,80,48
48724,ZCTA5 48724,1041,715,0,11
48738,ZCTA5 48738,1127,154,43,47
48739,ZCTA5 48739,4077,255,40,20
48748,ZCTA5 48748,1578,199,43,26
48749,ZCTA5 48749,1165,175,16,19
47359,ZCTA5 47359,3619,451,59,50
47371,ZCTA5 47371,11892,346,122,79
47247,ZCTA5 47247,193,75,0,12
47263,ZCTA5 47263,242,104,0,12
47303,ZCTA5 47303,24674,1302,749,294
47305,ZCTA5 47305,3373,574,71,75
47334,ZCTA5 47334,3219,226,29,31
47345,ZCTA5 47345,1625,393,13,20
47352,ZCTA5 47352,820,208,1,3
47885,ZCTA5 47885,8931,259,8,14
47933,ZCTA5 47933,27780,577,1148,249
47951,ZCTA5 47951,2386,306,121,80
47960,ZCTA5 47960,14735,582,523,123
47965,ZCTA5 47965,639,175,2,3
47966,ZCTA5 47966,301,102,0,12
47971,ZCTA5 47971,1839,217,14,17
47118,ZCTA5 47118,3402,501,14,22
47122,ZCTA5 47122,11022,759,88,67
47135,ZCTA5 47135,898,313,1,4
47170,ZCTA5 47170,14605,745,23,26
47172,ZCTA5 47172,17692,631,535,277
47177,ZCTA5 47177,1800,543,13,19
47203,ZCTA5 47203,26033,1164,2517,445
47336,ZCTA5 47336,3151,350,69,52
47339,ZCTA5 47339,514,181,0,12
47356,ZCTA5 47356,5477,300,37,41
47373,ZCTA5 47373,2296,282,56,46
47384,ZCTA5 47384,2040,366,13,14
47387,ZCTA5 47387,745,239,10,16
47401,ZCTA5 47401,43378,1488,5298,703
47404,ZCTA5 47404,24778,1359,1164,377
47420,ZCTA5 47420,368,274,0,12
47438,ZCTA5 47438,4288,346,11,17
47465,ZCTA5 47465,431,151,0,12
47469,ZCTA5 47469,1623,237,24,30
47501,ZCTA5 47501,18737,526,737,175
47527,ZCTA5 47527,2348,544,33,50
47552,ZCTA5 47552,250,197,0,12
47561,ZCTA5 47561,1644,341,7,11
47562,ZCTA5 47562,4616,618,62,43
47580,ZCTA5 47580,417,200,0,12
47581,ZCTA5 47581,3514,342,0,12
47586,ZCTA5 47586,10989,458,120,48
47916,ZCTA5 47916,69,54,0,12
47920,ZCTA5 47920,2592,425,8,14
47929,ZCTA5 47929,701,142,0,12
47944,ZCTA5 47944,3536,204,0,12
47137,ZCTA5 47137,1570,334,10,12
47112,ZCTA5 47112,16279,731,236,122
47126,ZCTA5 47126,4406,488,29,28
66760,ZCTA5 66760,0,11,0,11
66761,ZCTA5 66761,265,87,0,11
66762,ZCTA5 66762,24498,213,1202,197
66771,ZCTA5 66771,1056,249,22,15
66781,ZCTA5 66781,1155,316,0,11
66783,ZCTA5 66783,2225,124,5,6
66830,ZCTA5 66830,209,96,6,8
66845,ZCTA5 66845,1139,152,19,18
66868,ZCTA5 66868,860,157,2,3
68624,ZCTA5 68624,965,195,10,13
68647,ZCTA5 68647,711,195,6,10
68648,ZCTA5 68648,290,101,0,10
68649,ZCTA5 68649,2109,244,20,20
68651,ZCTA5 68651,1273,146,14,22
68661,ZCTA5 68661,7480,318,3761,430
68664,ZCTA5 68664,386,119,10,15
68669,ZCTA5 68669,499,134,10,14
68714,ZCTA5 68714,1276,119,4,7
68326,ZCTA5 68326,267,95,0,10
68464,ZCTA5 68464,489,98,16,19
68636,ZCTA5 68636,1299,164,0,10
68850,ZCTA5 68850,12148,336,4280,478
68001,ZCTA5 68001,44,18,0,10
68003,ZCTA5 68003,4691,316,64,47
68005,ZCTA5 68005,23240,1062,1718,440
68017,ZCTA5 68017,1804,267,34,35
68023,ZCTA5 68023,2408,304,40,39
68028,ZCTA5 68028,16507,1163,284,185
68033,ZCTA5 68033,322,101,12,12
68041,ZCTA5 68041,1048,191,0,10
68920,ZCTA5 68920,1734,187,9,12
68975,ZCTA5 68975,95,47,0,10
68943,ZCTA5 68943,288,93,0,10
68945,ZCTA5 68945,207,76,16,20
68950,ZCTA5 68950,324,83,2,4
68955,ZCTA5 68955,2259,317,6,8
68966,ZCTA5 68966,545,91,35,30
68967,ZCTA5 68967,1055,186,55,35
68976,ZCTA5 68976,484,102,2,4
68981,ZCTA5 68981,216,57,1,2
68937,ZCTA5 68937,1655,202,55,37
68956,ZCTA5 68956,1478,197,5,4
68958,ZCTA5 68958,677,114,9,13
68959,ZCTA5 68959,3692,235,185,164
68972,ZCTA5 68972,241,102,0,10
68978,ZCTA5 68978,2495,209,52,36
68979,ZCTA5 68979,1629,189,56,44
68982,ZCTA5 68982,739,147,6,6
68834,ZCTA5 68834,172,50,13,12
68840,ZCTA5 68840,3181,299,437,109
68866,ZCTA5 68866,1031,170,11,18
68874,ZCTA5 68874,740,150,2,4
68883,ZCTA5 68883,2777,292,195,90
68948,ZCTA5 68948,261,56,8,9
68952,ZCTA5 68952,55,31,0,10
68957,ZCTA5 68957,511,111,11,13
68964,ZCTA5 68964,27,23,0,10
68971,ZCTA5 68971,358,94,0,10
68977,ZCTA5 68977,254,106,20,18
45147,ZCTA5 45147,208,179,9,14
45158,ZCTA5 45158,426,158,0,12
45166,ZCTA5 45166,69,78,0,12
45319,ZCTA5 45319,327,119,2,3
45350,ZCTA5 45350,60,41,0,12
45361,ZCTA5 45361,338,110,0,12
45372,ZCTA5 45372,307,93,10,11
45428,ZCTA5 45428,353,194,0,12
45868,ZCTA5 45868,667,230,0,12
45617,ZCTA5 45617,200,211,107,133
45618,ZCTA5 45618,0,12,0,12
45630,ZCTA5 45630,75,56,0,12
45636,ZCTA5 45636,58,44,0,12
45721,ZCTA5 45721,45,58,0,12
45787,ZCTA5 45787,34,37,0,12
45826,ZCTA5 45826,385,138,0,12
45854,ZCTA5 45854,387,120,0,12
45864,ZCTA5 45864,173,49,3,5
45884,ZCTA5 45884,61,41,0,12
45215,ZCTA5 45215,30416,980,2042,552
45877,ZCTA5 45877,2047,242,47,33
45887,ZCTA5 45887,4282,302,0,12
45891,ZCTA5 45891,14824,274,62,32
45897,ZCTA5 45897,91,103,0,12
45044,ZCTA5 45044,52554,1462,2477,479
45050,ZCTA5 45050,9162,677,344,231
45062,ZCTA5 45062,676,236,9,12
45064,ZCTA5 45064,3380,522,8,15
45067,ZCTA5 45067,14634,426,140,92
45121,ZCTA5 45121,8615,577,45,48
45135,ZCTA5 45135,5735,721,69,58
45144,ZCTA5 45144,3963,579,23,33
45239,ZCTA5 45239,29684,2149,2603,760
45246,ZCTA5 45246,13919,1211,1875,597
45305,ZCTA5 45305,11145,780,632,289
45310,ZCTA5 45310,249,62,0,12
45324,ZCTA5 45324,41280,700,2352,492
45326,ZCTA5 45326,963,222,4,7
45332,ZCTA5 45332,784,264,0,12
45333,ZCTA5 45333,1355,370,16,25
45339,ZCTA5 45339,1245,307,21,27
45340,ZCTA5 45340,578,174,0,12
45345,ZCTA5 45345,6335,551,40,62
45346,ZCTA5 45346,2210,347,37,49
45352,ZCTA5 45352,252,87,7,12
45362,ZCTA5 45362,1187,296,0,12
45371,ZCTA5 45371,20904,713,685,299
45385,ZCTA5 45385,39116,748,839,218
45874,ZCTA5 45874,2150,274,0,12
45895,ZCTA5 45895,17394,564,119,76
47138,ZCTA5 47138,4834,773,124,136
47142,ZCTA5 47142,899,305,31,37
47145,ZCTA5 47145,2154,311,14,14
47147,ZCTA5 47147,949,348,0,12
47166,ZCTA5 47166,1108,392,36,34
47224,ZCTA5 47224,732,289,0,12
47244,ZCTA5 47244,646,238,28,36
47274,ZCTA5 47274,30891,694,1980,344
47020,ZCTA5 47020,1447,387,0,12
47034,ZCTA5 47034,125,68,0,12
47994,ZCTA5 47994,349,110,1,3
47713,ZCTA5 47713,10205,752,277,148
47840,ZCTA5 47840,2123,440,2,4
47855,ZCTA5 47855,658,190,0,12
47862,ZCTA5 47862,1394,260,28,21
47874,ZCTA5 47874,3356,474,42,46
47926,ZCTA5 47926,1362,311,15,22
47394,ZCTA5 47394,7823,387,75,61
47380,ZCTA5 47380,1485,317,18,26
47385,ZCTA5 47385,1691,369,2,3
47615,ZCTA5 47615,1873,274,2,4
47471,ZCTA5 47471,3028,436,26,20
47520,ZCTA5 47520,2813,359,8,11
47553,ZCTA5 47553,8365,716,26,28
47528,ZCTA5 47528,516,206,0,12
47542,ZCTA5 47542,9913,493,916,283
47550,ZCTA5 47550,610,168,0,12
47578,ZCTA5 47578,681,189,0,12
47584,ZCTA5 47584,121,46,0,12
47598,ZCTA5 47598,3130,269,13,14
47601,ZCTA5 47601,13566,433,299,177
47638,ZCTA5 47638,3727,377,36,64
47712,ZCTA5 47712,26921,993,501,199
47836,ZCTA5 47836,0,12,0,12
47841,ZCTA5 47841,2670,391,16,18
47847,ZCTA5 47847,1118,212,0,12
47848,ZCTA5 47848,1531,251,0,12
47849,ZCTA5 47849,563,252,30,26
47860,ZCTA5 47860,605,288,0,12
47861,ZCTA5 47861,608,167,0,12
47866,ZCTA5 47866,504,226,0,12
47881,ZCTA5 47881,346,138,0,12
47904,ZCTA5 47904,16484,965,1345,390
47905,ZCTA5 47905,42907,1154,3106,547
48003,ZCTA5 48003,5837,422,377,124
48015,ZCTA5 48015,8212,29,860,320
48022,ZCTA5 48022,2622,44,39,31
48025,ZCTA5 48025,14777,34,1135,274
48026,ZCTA5 48026,14503,30,975,277
48030,ZCTA5 48030,16452,30,722,396
48034,ZCTA5 48034,14213,1190,1841,827
48038,ZCTA5 48038,44322,1625,4879,655
48039,ZCTA5 48039,7556,33,100,60
48041,ZCTA5 48041,4370,239,26,18
48065,ZCTA5 48065,11236,408,708,221
48071,ZCTA5 48071,30000,28,4480,974
48890,ZCTA5 48890,1976,262,3,6
48911,ZCTA5 48911,40924,1714,4483,861
48915,ZCTA5 48915,10600,1227,1018,398
68030,ZCTA5 68030,661,126,0,10
68069,ZCTA5 68069,2941,400,71,45
68343,ZCTA5 68343,832,160,28,29
68354,ZCTA5 68354,990,155,10,10
68402,ZCTA5 68402,1021,204,1,3
68436,ZCTA5 68436,481,75,0,10
68016,ZCTA5 68016,396,71,4,5
68844,ZCTA5 68844,220,102,5,6
68869,ZCTA5 68869,2027,238,16,12
58321,ZCTA5 58321,45,22,0,10
58323,ZCTA5 58323,91,58,1,3
58335,ZCTA5 58335,1818,227,3,4
58341,ZCTA5 58341,2525,201,6,10
58345,ZCTA5 58345,135,50,2,3
58382,ZCTA5 58382,121,48,0,10
58413,ZCTA5 58413,987,117,17,15
58421,ZCTA5 58421,2746,152,16,23
58423,ZCTA5 58423,52,30,0,10
58428,ZCTA5 58428,197,78,0,10
58429,ZCTA5 58429,355,108,6,7
58440,ZCTA5 58440,93,50,0,10
58443,ZCTA5 58443,161,78,0,10
58474,ZCTA5 58474,2652,196,88,66
58492,ZCTA5 58492,424,89,12,15
58496,ZCTA5 58496,132,61,0,10
58552,ZCTA5 58552,1538,168,57,24
58554,ZCTA5 58554,26551,554,415,164
58559,ZCTA5 58559,208,73,0,10
58231,ZCTA5 58231,328,80,8,13
58239,ZCTA5 58239,8,12,0,10
58258,ZCTA5 58258,433,188,0,10
58278,ZCTA5 58278,1928,238,21,19
58355,ZCTA5 58355,66,43,3,8
58845,ZCTA5 58845,433,145,13,10
58853,ZCTA5 58853,198,71,0,10
58004,ZCTA5 58004,298,71,2,3
58257,ZCTA5 58257,2177,207,26,19
58240,ZCTA5 58240,1316,142,29,25
58244,ZCTA5 58244,63,22,0,10
58256,ZCTA5 58256,721,103,6,9
58260,ZCTA5 58260,164,60,0,10
58261,ZCTA5 58261,1353,210,31,25
58311,ZCTA5 58311,60,32,3,4
58324,ZCTA5 58324,1409,151,89,42
58351,ZCTA5 58351,359,76,0,10
58363,ZCTA5 58363,122,79,0,10
58033,ZCTA5 58033,491,124,79,68
58040,ZCTA5 58040,1187,122,92,40
58042,ZCTA5 58042,1334,238,12,15
58057,ZCTA5 58057,141,56,6,7
58078,ZCTA5 58078,36825,193,1541,492
58227,ZCTA5 58227,515,102,17,14
58228,ZCTA5 58228,839,152,56,43
58011,ZCTA5 58011,527,158,0,10
58013,ZCTA5 58013,130,43,11,16
58029,ZCTA5 58029,47,25,0,10
58031,ZCTA5 58031,417,139,0,10
58035,ZCTA5 58035,244,90,0,10
58043,ZCTA5 58043,197,72,4,5
45899,ZCTA5 45899,184,69,0,12
45831,ZCTA5 45831,3752,383,14,18
45387,ZCTA5 45387,5605,339,204,88
45388,ZCTA5 45388,730,201,0,12
45389,ZCTA5 45389,481,127,9,9
45429,ZCTA5 45429,25494,937,1121,325
45432,ZCTA5 45432,16085,1518,447,204
45458,ZCTA5 45458,32515,1358,2822,533
45505,ZCTA5 45505,20550,1116,324,176
45634,ZCTA5 45634,1783,344,76,78
45642,ZCTA5 45642,0,12,0,12
45646,ZCTA5 45646,500,398,0,12
45662,ZCTA5 45662,29493,666,448,114
45684,ZCTA5 45684,1836,357,15,18
45685,ZCTA5 45685,1471,420,0,12
45719,ZCTA5 45719,840,212,0,12
45727,ZCTA5 45727,318,116,0,12
45741,ZCTA5 45741,688,385,0,12
45810,ZCTA5 45810,7841,139,524,212
44408,ZCTA5 44408,9887,703,182,134
44411,ZCTA5 44411,2141,244,16,26
44436,ZCTA5 44436,3704,427,102,78
44450,ZCTA5 44450,2335,585,0,12
44451,ZCTA5 44451,2676,341,55,43
44471,ZCTA5 44471,10589,170,180,96
44484,ZCTA5 44484,21402,939,433,142
44485,ZCTA5 44485,15039,1098,63,60
44490,ZCTA5 44490,827,144,0,12
44610,ZCTA5 44610,128,107,0,12
44001,ZCTA5 44001,20986,446,480,159
44030,ZCTA5 44030,16394,438,148,86
44032,ZCTA5 44032,1385,531,6,9
44040,ZCTA5 44040,3014,561,318,171
44041,ZCTA5 44041,14422,258,224,134
44050,ZCTA5 44050,6695,468,24,25
44076,ZCTA5 44076,4772,509,11,13
44102,ZCTA5 44102,44320,1740,3293,648
44110,ZCTA5 44110,18829,1179,449,176
44111,ZCTA5 44111,42591,2247,4688,1179
44125,ZCTA5 44125,26847,835,1059,329
44137,ZCTA5 44137,23001,815,325,151
44142,ZCTA5 44142,18486,29,1084,305
44201,ZCTA5 44201,6871,564,17,20
44214,ZCTA5 44214,2246,387,0,12
44231,ZCTA5 44231,8787,535,65,43
44260,ZCTA5 44260,13126,673,204,135
44266,ZCTA5 44266,33386,756,495,199
44272,ZCTA5 44272,5358,473,117,64
44273,ZCTA5 44273,7941,651,107,63
44276,ZCTA5 44276,1899,260,2,4
48808,ZCTA5 48808,6957,565,251,141
48831,ZCTA5 48831,3415,297,28,27
48848,ZCTA5 48848,7730,558,66,31
48865,ZCTA5 48865,2090,189,77,44
48442,ZCTA5 48442,21858,782,555,214
48444,ZCTA5 48444,9835,407,814,213
48445,ZCTA5 48445,1144,191,4,4
48451,ZCTA5 48451,14547,604,186,63
48465,ZCTA5 48465,665,95,20,17
48476,ZCTA5 48476,355,131,9,12
48502,ZCTA5 48502,1135,317,30,31
48504,ZCTA5 48504,26020,1450,504,157
48630,ZCTA5 48630,45,71,0,11
48661,ZCTA5 48661,10496,362,182,41
48701,ZCTA5 48701,1207,156,14,11
48731,ZCTA5 48731,1509,135,9,7
48761,ZCTA5 48761,874,183,5,5
48762,ZCTA5 48762,1017,132,0,11
48765,ZCTA5 48765,694,96,28,45
48811,ZCTA5 48811,5230,305,62,37
48817,ZCTA5 48817,5971,341,41,31
48827,ZCTA5 48827,15873,373,254,127
48834,ZCTA5 48834,1926,250,89,64
48843,ZCTA5 48843,45906,916,1488,291
48846,ZCTA5 48846,20142,358,467,174
48852,ZCTA5 48852,138,44,2,3
48853,ZCTA5 48853,640,187,3,4
48178,ZCTA5 48178,34882,1050,2202,481
48161,ZCTA5 48161,26483,736,527,179
48167,ZCTA5 48167,22648,1262,3466,573
48170,ZCTA5 48170,39578,682,3089,469
48179,ZCTA5 48179,3877,594,107,56
48184,ZCTA5 48184,17040,264,677,246
48187,ZCTA5 48187,49919,1404,8955,814
48209,ZCTA5 48209,30607,2448,6855,857
48221,ZCTA5 48221,40905,1942,781,290
48229,ZCTA5 48229,9456,50,212,83
48234,ZCTA5 48234,33969,2014,376,209
48240,ZCTA5 48240,16871,1185,718,321
48304,ZCTA5 48304,16390,963,2691,495
48317,ZCTA5 48317,28474,1432,5175,966
48320,ZCTA5 48320,4964,208,424,137
48322,ZCTA5 48322,32997,1381,8865,987
48329,ZCTA5 48329,23658,1182,1293,396
48336,ZCTA5 48336,25040,1238,2156,355
48367,ZCTA5 48367,4510,424,177,89
48375,ZCTA5 48375,22018,1157,6300,893
48428,ZCTA5 48428,5544,437,133,61
48441,ZCTA5 48441,4013,255,78,46
48449,ZCTA5 48449,2783,485,18,19
48461,ZCTA5 48461,8163,608,37,28
48471,ZCTA5 48471,5726,359,62,31
48604,ZCTA5 48604,11905,799,323,157
48616,ZCTA5 48616,7118,391,108,78
48625,ZCTA5 48625,12804,426,102,45
48629,ZCTA5 48629,7746,366,119,65
48634,ZCTA5 48634,4325,597,7,8
48636,ZCTA5 48636,906,196,0,11
48642,ZCTA5 48642,33720,1097,1863,333
58052,ZCTA5 58052,602,154,0,10
58056,ZCTA5 58056,129,52,0,10
58059,ZCTA5 58059,1632,220,31,26
58425,ZCTA5 58425,1448,158,44,37
58426,ZCTA5 58426,311,137,12,15
58442,ZCTA5 58442,388,71,1,3
58445,ZCTA5 58445,224,98,1,3
58451,ZCTA5 58451,91,43,0,10
