GEOID,NAME,B05002_001E,B05002_001M,B05002_013E,B05002_013M
84333,ZCTA5 84333,2896,101,49,42
84414,ZCTA5 84414,31210,791,621,243
84521,ZCTA5 84521,761,162,12,13
84528,ZCTA5 84528,2867,305,44,31
84631,ZCTA5 84631,2912,161,298,100
84635,ZCTA5 84635,927,216,86,62
84643,ZCTA5 84643,507,135,3,4
84648,ZCTA5 84648,6659,230,240,167
84723,ZCTA5 84723,880,172,17,29
84726,ZCTA5 84726,764,149,39,44
84728,ZCTA5 84728,46,37,0,12
84329,ZCTA5 84329,127,120,0,12
84534,ZCTA5 84534,2714,256,8,11
84537,ZCTA5 84537,1253,226,16,22
84622,ZCTA5 84622,1604,337,79,48
84627,ZCTA5 84627,7563,178,378,141
84632,ZCTA5 84632,1158,210,36,40
84653,ZCTA5 84653,9481,562,235,134
84654,ZCTA5 84654,2886,230,138,90
84657,ZCTA5 84657,430,133,0,12
87575,ZCTA5 87575,1012,514,49,55
87583,ZCTA5 87583,312,242,68,109
87731,ZCTA5 87731,295,204,18,29
87735,ZCTA5 87735,77,68,0,13
87740,ZCTA5 87740,6865,267,142,134
87747,ZCTA5 87747,1511,267,91,69
87750,ZCTA5 87750,0,13,0,13
87820,ZCTA5 87820,98,68,0,13
87823,ZCTA5 87823,656,395,32,36
87831,ZCTA5 87831,223,138,11,17
87931,ZCTA5 87931,914,330,0,13
87121,ZCTA5 87121,77671,3845,14440,1414
87123,ZCTA5 87123,44103,2453,4927,746
87310,ZCTA5 87310,1058,196,0,13
87311,ZCTA5 87311,4101,429,5,6
87347,ZCTA5 87347,129,85,0,13
87552,ZCTA5 87552,2721,606,139,89
87553,ZCTA5 87553,1512,332,16,10
87557,ZCTA5 87557,5104,1000,397,244
87562,ZCTA5 87562,513,495,55,85
87578,ZCTA5 87578,269,143,15,22
94702,ZCTA5 94702,17000,1232,2834,403
94704,ZCTA5 94704,29509,1518,7657,735
94707,ZCTA5 94707,11887,821,2279,454
94904,ZCTA5 94904,13319,820,2370,387
94014,ZCTA5 94014,49565,1887,26371,1442
94020,ZCTA5 94020,1979,462,287,205
93703,ZCTA5 93703,32102,2051,6462,714
93725,ZCTA5 93725,27167,1964,7258,889
93436,ZCTA5 93436,55727,1295,11403,962
93441,ZCTA5 93441,861,190,85,41
93452,ZCTA5 93452,550,254,139,103
93518,ZCTA5 93518,833,167,54,48
93522,ZCTA5 93522,90,65,14,22
93528,ZCTA5 93528,48,53,0,13
93606,ZCTA5 93606,776,295,314,161
93624,ZCTA5 93624,935,248,433,131
93648,ZCTA5 93648,16543,413,6162,702
93654,ZCTA5 93654,30798,879,8441,1005
93656,ZCTA5 93656,5806,1351,2071,777
93010,ZCTA5 93010,46434,1602,6612,911
93015,ZCTA5 93015,18182,730,3744,637
93117,ZCTA5 93117,59298,1332,12590,949
93202,ZCTA5 93202,4236,768,1150,427
93223,ZCTA5 93223,10842,28,2963,486
93244,ZCTA5 93244,326,163,13,11
93277,ZCTA5 93277,53114,2221,5830,895
93292,ZCTA5 93292,42769,2345,5359,921
93305,ZCTA5 93305,38682,2924,8374,1216
93313,ZCTA5 93313,57200,3650,13272,1730
93405,ZCTA5 93405,36285,1230,2453,463
93424,ZCTA5 93424,955,445,104,91
93432,ZCTA5 93432,1112,348,101,87
93433,ZCTA5 93433,13481,32,948,344
93450,ZCTA5 93450,856,245,315,119
93460,ZCTA5 93460,6023,941,969,492
93465,ZCTA5 93465,9465,1217,303,152
93532,ZCTA5 93532,2637,418,344,241
93550,ZCTA5 93550,75617,2507,19782,1304
93551,ZCTA5 93551,50978,2245,9405,1028
93561,ZCTA5 93561,35133,2001,3626,1102
93563,ZCTA5 93563,419,236,30,30
93602,ZCTA5 93602,3330,516,42,21
93605,ZCTA5 93605,159,89,0,13
93610,ZCTA5 93610,23279,766,3943,550
93644,ZCTA5 93644,8272,761,652,241
93662,ZCTA5 93662,30453,1183,7311,1119
93668,ZCTA5 93668,1200,394,332,202
93704,ZCTA5 93704,29205,1759,3456,713
93726,ZCTA5 93726,42945,2351,6712,1000
93906,ZCTA5 93906,63733,2352,20951,1558
93908,ZCTA5 93908,12195,1147,1835,398
93923,ZCTA5 93923,12922,1541,1658,331
93665,ZCTA5 93665,492,321,127,157
93702,ZCTA5 93702,43697,2466,12978,883
93705,ZCTA5 93705,36370,2793,4783,777
93706,ZCTA5 93706,41534,2109,9042,926
93710,ZCTA5 93710,34123,1877,4759,1088
93905,ZCTA5 93905,61633,2051,28296,1407
93940,ZCTA5 93940,32699,580,4427,557
95623,ZCTA5 95623,3949,860,257,133
95140,ZCTA5 95140,56,44,12,16
95937,ZCTA5 95937,1542,367,262,161
95939,ZCTA5 95939,592,164,13,15
95951,ZCTA5 95951,2603,434,958,247
95960,ZCTA5 95960,592,184,21,32
95634,ZCTA5 95634,3921,986,123,73
95646,ZCTA5 95646,156,99,43,41
95650,ZCTA5 95650,15172,1224,673,318
95664,ZCTA5 95664,1280,377,42,38
95673,ZCTA5 95673,16337,1359,2250,480
95684,ZCTA5 95684,2857,583,257,169
95689,ZCTA5 95689,1454,433,22,23
95694,ZCTA5 95694,10549,556,2178,659
95703,ZCTA5 95703,910,268,24,34
95714,ZCTA5 95714,445,150,15,17
95762,ZCTA5 95762,43396,1530,5723,607
95817,ZCTA5 95817,13966,1037,1954,370
95819,ZCTA5 95819,20379,1191,891,184
95824,ZCTA5 95824,30213,1757,10976,1118
95843,ZCTA5 95843,47928,2186,12302,1319
95917,ZCTA5 95917,3881,591,451,150
95918,ZCTA5 95918,2613,658,65,59
95922,ZCTA5 95922,512,198,7,11
95926,ZCTA5 95926,41390,1622,2883,541
95932,ZCTA5 95932,7573,370,1634,412
95935,ZCTA5 95935,113,99,0,13
95938,ZCTA5 95938,4202,761,104,67
95946,ZCTA5 95946,8335,765,156,90
95955,ZCTA5 95955,1513,329,442,179
95959,ZCTA5 95959,17838,1153,1366,632
95965,ZCTA5 95965,20681,1291,2132,420
95966,ZCTA5 95966,29444,1435,1618,337
95970,ZCTA5 95970,533,176,42,37
95993,ZCTA5 95993,37713,1408,8727,706
95204,ZCTA5 95204,28860,1653,3737,815
95230,ZCTA5 95230,661,309,45,54
95231,ZCTA5 95231,5520,1107,1807,789
95246,ZCTA5 95246,1234,551,65,88
95247,ZCTA5 95247,3853,659,226,117
95315,ZCTA5 95315,14434,1474,4920,878
95325,ZCTA5 95325,65,103,0,13
95326,ZCTA5 95326,10669,701,1002,361
95328,ZCTA5 95328,3680,1268,1054,491
95841,ZCTA5 95841,20063,1498,4474,867
95912,ZCTA5 95912,5112,442,1854,442
95942,ZCTA5 95942,1605,807,178,140
95944,ZCTA5 95944,80,85,0,13
95948,ZCTA5 95948,12122,640,2360,456
95950,ZCTA5 95950,494,249,70,83
95953,ZCTA5 95953,11073,451,3028,543
95956,ZCTA5 95956,399,163,29,24
95983,ZCTA5 95983,306,119,5,8
95987,ZCTA5 95987,6040,282,1947,300
95334,ZCTA5 95334,17624,724,6153,780
95337,ZCTA5 95337,40657,2385,8261,1083
95356,ZCTA5 95356,32387,1934,5759,916
95363,ZCTA5 95363,28333,674,7853,1038
95383,ZCTA5 95383,3816,737,90,75
86337,ZCTA5 86337,1523,341,36,31
86338,ZCTA5 86338,408,118,8,10
86432,ZCTA5 86432,3815,1239,456,345
86024,ZCTA5 86024,908,283,14,14
86035,ZCTA5 86035,1980,267,7,8
86040,ZCTA5 86040,10599,458,170,192
51019,ZCTA5 51019,721,169,12,18
51101,ZCTA5 51101,685,160,54,39
51240,ZCTA5 51240,2172,318,19,15
51248,ZCTA5 51248,1689,211,22,24
51343,ZCTA5 51343,287,107,0,10
51363,ZCTA5 51363,250,96,18,23
51447,ZCTA5 51447,210,98,0,10
51448,ZCTA5 51448,582,152,28,24
51461,ZCTA5 51461,1207,172,112,92
51536,ZCTA5 51536,395,120,0,10
51541,ZCTA5 51541,419,114,19,22
51546,ZCTA5 51546,2966,338,0,10
51562,ZCTA5 51562,451,144,0,10
51571,ZCTA5 51571,673,222,0,10
51645,ZCTA5 51645,213,56,0,10
51105,ZCTA5 51105,10690,1153,2118,504
51235,ZCTA5 51235,1147,278,16,13
51244,ZCTA5 51244,114,45,1,2
51341,ZCTA5 51341,26,15,0,10
51346,ZCTA5 51346,2108,194,117,69
51351,ZCTA5 51351,4577,201,62,42
51431,ZCTA5 51431,341,77,0,10
51440,ZCTA5 51440,304,59,0,10
51445,ZCTA5 51445,2583,193,30,27
51449,ZCTA5 51449,2050,163,49,42
51501,ZCTA5 51501,35511,911,2178,349
51531,ZCTA5 51531,732,135,3,4
51578,ZCTA5 51578,86,46,0,10
51003,ZCTA5 51003,1920,289,55,34
51007,ZCTA5 51007,521,131,8,12
51028,ZCTA5 51028,2231,236,0,10
51029,ZCTA5 51029,290,93,0,10
51047,ZCTA5 51047,829,152,23,28
51061,ZCTA5 51061,440,110,0,10
51062,ZCTA5 51062,389,151,13,15
51063,ZCTA5 51063,1082,130,0,10
51650,ZCTA5 51650,282,86,8,12
51561,ZCTA5 51561,1199,322,8,8
51530,ZCTA5 51530,616,117,0,10
51055,ZCTA5 51055,1290,228,4,6
51550,ZCTA5 51550,138,55,0,10
51005,ZCTA5 51005,1318,180,10,13
51009,ZCTA5 51009,147,57,3,6
51656,ZCTA5 51656,47,22,0,10
51446,ZCTA5 51446,570,129,6,5
52566,ZCTA5 52566,251,96,0,10
52570,ZCTA5 52570,1026,226,27,23
52572,ZCTA5 52572,1184,217,10,15
52594,ZCTA5 52594,495,178,0,10
52237,ZCTA5 52237,1633,334,0,10
52322,ZCTA5 52322,2014,318,6,8
52305,ZCTA5 52305,731,296,0,10
52308,ZCTA5 52308,168,70,7,13
54871,ZCTA5 54871,3026,205,27,20
54876,ZCTA5 54876,1665,205,15,15
54027,ZCTA5 54027,1002,136,7,7
54102,ZCTA5 54102,737,115,2,2
54107,ZCTA5 54107,3600,200,31,25
54150,ZCTA5 54150,1072,254,8,12
94028,ZCTA5 94028,6718,447,842,229
94040,ZCTA5 94040,34804,1271,15632,1058
94102,ZCTA5 94102,33264,1666,12813,1139
94111,ZCTA5 94111,4023,694,1772,511
94010,ZCTA5 94010,42466,331,11821,779
94044,ZCTA5 94044,38677,57,8090,674
94070,ZCTA5 94070,30420,243,6546,653
94105,ZCTA5 94105,12944,2270,5141,1885
94121,ZCTA5 94121,43843,1863,14912,1146
94301,ZCTA5 94301,17470,1201,5068,692
94303,ZCTA5 94303,47828,892,19107,1298
94305,ZCTA5 94305,16283,844,4399,591
94403,ZCTA5 94403,44361,1380,15252,1201
94572,ZCTA5 94572,9997,869,2503,416
94579,ZCTA5 94579,21541,1353,8765,811
94589,ZCTA5 94589,30206,1543,9759,877
94603,ZCTA5 94603,35486,1771,12097,1168
94605,ZCTA5 94605,43167,2469,7455,952
94612,ZCTA5 94612,16203,1017,4648,727
94706,ZCTA5 94706,21404,246,6428,538
94923,ZCTA5 94923,1185,574,142,199
94928,ZCTA5 94928,43908,270,6344,822
94938,ZCTA5 94938,967,297,29,35
94939,ZCTA5 94939,6910,428,923,282
94945,ZCTA5 94945,18084,1074,3419,652
94964,ZCTA5 94964,2959,514,620,328
94512,ZCTA5 94512,18,30,0,13
94569,ZCTA5 94569,242,173,16,26
94517,ZCTA5 94517,12970,531,1352,304
94545,ZCTA5 94545,32552,1790,14523,1050
94556,ZCTA5 94556,15776,248,2714,495
94574,ZCTA5 94574,8527,368,1953,400
94583,ZCTA5 94583,38527,1382,10954,1047
94586,ZCTA5 94586,817,165,120,56
94601,ZCTA5 94601,53104,2415,20613,1578
94621,ZCTA5 94621,33820,2101,11811,1278
94708,ZCTA5 94708,11899,870,2147,309
94710,ZCTA5 94710,8123,728,1605,349
94117,ZCTA5 94117,43526,1770,7731,762
94134,ZCTA5 94134,43286,2232,22324,1758
94404,ZCTA5 94404,36086,424,17112,856
94506,ZCTA5 94506,27143,1878,7559,981
94509,ZCTA5 94509,69295,2040,13944,1703
94510,ZCTA5 94510,28297,181,3718,419
94801,ZCTA5 94801,31443,1728,12218,1070
94803,ZCTA5 94803,26062,1557,7041,889
94901,ZCTA5 94901,41235,1107,11886,944
94947,ZCTA5 94947,25809,1114,4961,679
94952,ZCTA5 94952,35198,1291,4247,693
94960,ZCTA5 94960,16199,500,1216,304
94970,ZCTA5 94970,653,176,77,61
94542,ZCTA5 94542,15149,1452,4649,664
94550,ZCTA5 94550,52617,1994,7480,894
92602,ZCTA5 92602,21666,1859,8394,951
92661,ZCTA5 92661,3825,709,227,259
92672,ZCTA5 92672,34659,1483,3684,557
92673,ZCTA5 92673,30634,1380,3882,771
92823,ZCTA5 92823,4996,744,1290,374
92835,ZCTA5 92835,26115,2044,5483,785
95979,ZCTA5 95979,397,127,32,33
95981,ZCTA5 95981,35,59,0,13
95991,ZCTA5 95991,40749,1431,8496,855
95003,ZCTA5 95003,25230,1437,2054,453
95012,ZCTA5 95012,10083,1175,4363,802
95017,ZCTA5 95017,831,247,94,64
95030,ZCTA5 95030,13631,731,2873,481
95037,ZCTA5 95037,51968,989,9994,1024
95043,ZCTA5 95043,727,157,74,32
95045,ZCTA5 95045,4340,534,584,210
95050,ZCTA5 95050,38884,1706,14751,1378
95066,ZCTA5 95066,15275,586,1827,320
95120,ZCTA5 95120,38177,1834,13590,1084
95123,ZCTA5 95123,70005,2836,20570,1320
95225,ZCTA5 95225,618,522,20,33
95228,ZCTA5 95228,4486,617,183,91
95242,ZCTA5 95242,27340,1267,2615,634
95250,ZCTA5 95250,196,286,0,13
95258,ZCTA5 95258,3820,789,320,132
95301,ZCTA5 95301,39922,1068,8542,714
95324,ZCTA5 95324,8738,1135,2404,644
95330,ZCTA5 95330,24096,187,7812,855
95346,ZCTA5 95346,1159,384,59,77
95365,ZCTA5 95365,4292,620,1849,333
95380,ZCTA5 95380,43973,1542,9261,1027
95385,ZCTA5 95385,430,197,103,79
95389,ZCTA5 95389,1464,421,201,127
95405,ZCTA5 95405,22875,1385,2290,571
95412,ZCTA5 95412,485,169,16,16
95431,ZCTA5 95431,121,171,12,21
95436,ZCTA5 95436,6602,1088,397,165
95441,ZCTA5 95441,1696,252,321,147
95451,ZCTA5 95451,12031,999,1123,368
95462,ZCTA5 95462,1224,358,59,41
95470,ZCTA5 95470,5359,708,582,327
95472,ZCTA5 95472,29690,1382,2981,802
95482,ZCTA5 95482,31714,1175,4918,743
95497,ZCTA5 95497,1156,210,177,103
95503,ZCTA5 95503,24631,1591,1554,371
95519,ZCTA5 95519,18831,1288,598,255
95531,ZCTA5 95531,24052,508,1998,353
95536,ZCTA5 95536,3081,453,139,137
95537,ZCTA5 95537,577,585,0,13
95559,ZCTA5 95559,102,92,0,13
95564,ZCTA5 95564,465,145,14,18
95607,ZCTA5 95607,303,122,38,63
95608,ZCTA5 95608,62330,2553,9606,1059
95619,ZCTA5 95619,6504,1028,401,175
95624,ZCTA5 95624,67017,2521,15417,1257
95004,ZCTA5 95004,4295,772,467,237
95032,ZCTA5 95032,25865,720,6426,614
95060,ZCTA5 95060,48910,1718,6722,823
92040,ZCTA5 92040,45392,3200,3132,485
81021,ZCTA5 81021,19,19,0,12
81059,ZCTA5 81059,463,381,48,58
81155,ZCTA5 81155,216,109,0,12
81222,ZCTA5 81222,240,151,0,12
81233,ZCTA5 81233,882,229,29,43
81244,ZCTA5 81244,407,147,7,11
83283,ZCTA5 83283,236,159,0,12
83325,ZCTA5 83325,760,220,39,30
83539,ZCTA5 83539,2297,410,30,25
88312,ZCTA5 88312,2806,482,25,28
88336,ZCTA5 88336,385,199,10,17
88338,ZCTA5 88338,139,154,0,13
88410,ZCTA5 88410,138,96,0,13
88419,ZCTA5 88419,168,106,0,13
88042,ZCTA5 88042,367,151,24,36
88072,ZCTA5 88072,2685,969,839,398
88113,ZCTA5 88113,178,120,132,102
83327,ZCTA5 83327,1003,138,33,41
83340,ZCTA5 83340,4800,480,711,354
83301,ZCTA5 83301,58230,916,5942,879
83336,ZCTA5 83336,5700,496,899,308
83346,ZCTA5 83346,1981,294,147,81
83421,ZCTA5 83421,293,191,0,12
83422,ZCTA5 83422,4121,505,598,191
83428,ZCTA5 83428,625,235,10,14
83434,ZCTA5 83434,1634,318,29,33
83448,ZCTA5 83448,2814,427,230,135
83464,ZCTA5 83464,291,116,0,12
83466,ZCTA5 83466,168,72,19,30
83501,ZCTA5 83501,35183,293,734,211
83670,ZCTA5 83670,711,230,0,12
83804,ZCTA5 83804,1497,346,39,36
83834,ZCTA5 83834,172,132,0,12
83705,ZCTA5 83705,29157,1521,2076,481
83812,ZCTA5 83812,32,14,5,6
83813,ZCTA5 83813,905,392,67,96
83815,ZCTA5 83815,35832,1246,1247,458
83833,ZCTA5 83833,1608,284,107,93
83842,ZCTA5 83842,101,64,0,12
83847,ZCTA5 83847,1233,368,33,30
83861,ZCTA5 83861,6563,303,67,36
83868,ZCTA5 83868,635,154,7,12
83870,ZCTA5 83870,383,186,5,7
83872,ZCTA5 83872,590,251,8,13
83806,ZCTA5 83806,224,88,0,12
83809,ZCTA5 83809,245,176,0,12
83811,ZCTA5 83811,1451,446,28,34
83826,ZCTA5 83826,0,12,0,12
83850,ZCTA5 83850,2061,334,8,12
83867,ZCTA5 83867,309,145,1,5
83873,ZCTA5 83873,1697,275,20,11
83821,ZCTA5 83821,216,80,53,34
83823,ZCTA5 83823,1663,227,21,22
83535,ZCTA5 83535,1056,218,6,9
83552,ZCTA5 83552,837,159,6,8
83553,ZCTA5 83553,781,120,0,12
83601,ZCTA5 83601,0,12,0,12
83607,ZCTA5 83607,24922,1723,1709,439
83623,ZCTA5 83623,1493,354,156,84
90006,ZCTA5 90006,58560,2150,32468,1298
90032,ZCTA5 90032,47857,1952,17220,1245
90042,ZCTA5 90042,60509,2079,21268,1400
90043,ZCTA5 90043,46358,2253,9102,1016
90047,ZCTA5 90047,51057,2906,9597,1120
90049,ZCTA5 90049,36610,2077,6477,731
54211,ZCTA5 54211,227,71,0,9
54216,ZCTA5 54216,6254,240,226,106
54229,ZCTA5 54229,5386,630,30,36
54230,ZCTA5 54230,4594,293,34,36
54232,ZCTA5 54232,936,230,29,30
54304,ZCTA5 54304,27524,1347,1158,243
54407,ZCTA5 54407,1333,118,8,7
54414,ZCTA5 54414,3409,272,62,47
54417,ZCTA5 54417,20,11,0,9
54422,ZCTA5 54422,1284,200,108,44
54448,ZCTA5 54448,4384,354,100,70
54459,ZCTA5 54459,1218,133,8,8
54484,ZCTA5 54484,5349,321,145,110
54538,ZCTA5 54538,2991,85,35,26
54539,ZCTA5 54539,1261,161,4,5
54541,ZCTA5 54541,1392,212,17,12
54603,ZCTA5 54603,13770,879,198,136
54625,ZCTA5 54625,225,55,3,4
54914,ZCTA5 54914,30555,1182,1557,360
54922,ZCTA5 54922,1195,134,35,27
54932,ZCTA5 54932,1425,169,50,50
54941,ZCTA5 54941,2409,208,43,28
54942,ZCTA5 54942,10124,450,74,68
54944,ZCTA5 54944,8838,604,120,65
54948,ZCTA5 54948,207,46,0,9
54963,ZCTA5 54963,7152,384,18,14
54968,ZCTA5 54968,2873,185,22,17
54971,ZCTA5 54971,10467,299,271,112
54985,ZCTA5 54985,300,116,5,10
54909,ZCTA5 54909,2249,242,27,21
54915,ZCTA5 54915,43401,1090,2342,351
54947,ZCTA5 54947,2259,223,34,27
54822,ZCTA5 54822,4602,251,66,33
54159,ZCTA5 54159,1142,135,5,5
54165,ZCTA5 54165,7653,363,48,42
54170,ZCTA5 54170,3704,411,69,46
54632,ZCTA5 54632,1210,145,10,7
54635,ZCTA5 54635,1787,164,27,22
54636,ZCTA5 54636,14838,499,525,199
54644,ZCTA5 54644,1420,233,42,65
54950,ZCTA5 54950,2826,273,0,9
54653,ZCTA5 54653,910,175,9,14
54563,ZCTA5 54563,816,151,0,9
54623,ZCTA5 54623,2142,226,16,13
54628,ZCTA5 54628,924,112,27,15
54650,ZCTA5 54650,24794,488,1080,342
54657,ZCTA5 54657,368,83,3,4
54670,ZCTA5 54670,1788,270,26,21
54720,ZCTA5 54720,7857,198,245,155
54723,ZCTA5 54723,1049,155,16,11
54745,ZCTA5 54745,2114,203,4,5
54748,ZCTA5 54748,1234,423,29,36
54749,ZCTA5 54749,1552,174,7,6
56723,ZCTA5 56723,881,151,7,7
56020,ZCTA5 56020,107,28,0,9
56021,ZCTA5 56021,1013,141,3,4
56023,ZCTA5 56023,551,85,4,7
56034,ZCTA5 56034,431,86,2,4
56039,ZCTA5 56039,811,93,11,9
92840,ZCTA5 92840,54315,2413,22248,1327
92881,ZCTA5 92881,32694,1534,6742,1048
92310,ZCTA5 92310,9573,1057,653,221
92314,ZCTA5 92314,10684,1208,608,215
92321,ZCTA5 92321,907,258,172,93
92054,ZCTA5 92054,40709,2618,7112,1136
92056,ZCTA5 92056,53124,1981,10297,1083
95129,ZCTA5 95129,40277,1861,22221,1496
95203,ZCTA5 95203,15561,1447,3388,659
95205,ZCTA5 95205,37133,2575,12068,1427
95641,ZCTA5 95641,1459,232,148,70
95642,ZCTA5 95642,6547,312,478,213
95648,ZCTA5 95648,52777,832,6111,607
95661,ZCTA5 95661,31851,1175,3994,451
95670,ZCTA5 95670,57222,1574,13658,1180
95683,ZCTA5 95683,6084,881,440,233
95688,ZCTA5 95688,38114,1665,4432,680
95701,ZCTA5 95701,1064,272,92,57
95715,ZCTA5 95715,101,78,0,13
95721,ZCTA5 95721,0,13,0,13
95736,ZCTA5 95736,277,177,15,21
95776,ZCTA5 95776,24311,1223,6400,772
95814,ZCTA5 95814,12551,928,1605,295
95832,ZCTA5 95832,12695,1750,3398,699
95837,ZCTA5 95837,265,112,15,18
95612,ZCTA5 95612,1465,439,219,250
95614,ZCTA5 95614,4446,737,284,168
95636,ZCTA5 95636,1382,741,17,27
95675,ZCTA5 95675,420,295,0,13
95685,ZCTA5 95685,4796,531,198,84
95687,ZCTA5 95687,69073,1590,8696,866
95722,ZCTA5 95722,4969,621,205,101
95735,ZCTA5 95735,33,35,0,13
95747,ZCTA5 95747,68541,1874,11012,978
95820,ZCTA5 95820,35145,1864,6551,860
95827,ZCTA5 95827,21325,1601,4139,629
95903,ZCTA5 95903,1601,319,74,67
95916,ZCTA5 95916,1206,297,70,38
95941,ZCTA5 95941,848,435,0,13
95945,ZCTA5 95945,26281,1133,1573,736
95954,ZCTA5 95954,12221,1056,239,120
95962,ZCTA5 95962,1053,472,259,239
95969,ZCTA5 95969,19112,558,511,169
95971,ZCTA5 95971,5948,669,135,87
95975,ZCTA5 95975,1736,545,20,32
95977,ZCTA5 95977,1586,352,13,19
95986,ZCTA5 95986,123,134,0,13
95002,ZCTA5 95002,2251,412,696,175
95006,ZCTA5 95006,9457,1048,547,170
95019,ZCTA5 95019,8743,1261,3454,998
95119,ZCTA5 95119,10450,1031,2665,386
95127,ZCTA5 95127,63220,2391,25565,1541
95128,ZCTA5 95128,35986,1893,10656,1051
80939,ZCTA5 80939,0,12,0,12
80951,ZCTA5 80951,4574,937,354,223
80443,ZCTA5 80443,4056,468,133,97
80515,ZCTA5 80515,896,302,53,40
80290,ZCTA5 80290,96,52,33,39
80428,ZCTA5 80428,627,216,9,14
81324,ZCTA5 81324,1374,233,8,12
81325,ZCTA5 81325,140,70,13,19
81334,ZCTA5 81334,1476,381,20,21
81401,ZCTA5 81401,22715,662,1685,418
81527,ZCTA5 81527,1674,328,15,22
81632,ZCTA5 81632,9294,897,1889,464
81653,ZCTA5 81653,8,14,0,12
81655,ZCTA5 81655,112,158,77,127
81001,ZCTA5 81001,29997,1577,1156,301
81050,ZCTA5 81050,9511,319,323,137
81062,ZCTA5 81062,1750,349,68,45
81063,ZCTA5 81063,3186,392,86,88
81040,ZCTA5 81040,258,132,0,12
81003,ZCTA5 81003,14824,1108,469,140
81030,ZCTA5 81030,131,67,11,14
81069,ZCTA5 81069,2170,619,21,25
81081,ZCTA5 81081,91,46,0,12
81124,ZCTA5 81124,125,113,2,5
81526,ZCTA5 81526,5789,530,268,133
81620,ZCTA5 81620,11912,585,1788,468
81624,ZCTA5 81624,1470,345,28,28
81635,ZCTA5 81635,6862,794,352,175
81642,ZCTA5 81642,9,14,0,12
81647,ZCTA5 81647,6961,509,796,178
81650,ZCTA5 81650,13758,607,2313,501
81652,ZCTA5 81652,5164,573,580,167
81657,ZCTA5 81657,5903,256,505,155
81320,ZCTA5 81320,376,180,0,12
81223,ZCTA5 81223,1760,380,22,28
81224,ZCTA5 81224,3291,472,268,173
81248,ZCTA5 81248,161,146,0,12
81331,ZCTA5 81331,270,149,0,12
81332,ZCTA5 81332,201,65,12,13
81411,ZCTA5 81411,46,38,0,12
81416,ZCTA5 81416,13793,575,792,223
81419,ZCTA5 81419,3235,422,129,112
81423,ZCTA5 81423,1782,226,50,31
81601,ZCTA5 81601,16359,717,2301,462
81610,ZCTA5 81610,294,123,0,12
81637,ZCTA5 81637,8277,392,1138,418
81638,ZCTA5 81638,19,18,0,12
81641,ZCTA5 81641,3862,291,187,154
81646,ZCTA5 81646,182,90,0,12
81649,ZCTA5 81649,318,150,23,39
81006,ZCTA5 81006,12120,905,317,206
81036,ZCTA5 81036,1082,156,0,12
81058,ZCTA5 81058,1261,238,98,66
81073,ZCTA5 81073,1885,144,58,46
81084,ZCTA5 81084,106,42,16,17
81090,ZCTA5 81090,918,122,66,39
81123,ZCTA5 81123,880,166,96,51
81126,ZCTA5 81126,346,193,0,12
81132,ZCTA5 81132,3231,387,73,51
88121,ZCTA5 88121,163,77,0,13
88125,ZCTA5 88125,77,86,0,13
88136,ZCTA5 88136,28,26,0,13
88230,ZCTA5 88230,4672,663,713,173
88252,ZCTA5 88252,1892,352,341,120
88348,ZCTA5 88348,471,148,10,18
90230,ZCTA5 90230,33135,1848,8556,820
90249,ZCTA5 90249,26192,1542,8456,787
90272,ZCTA5 90272,21848,1577,3058,474
90291,ZCTA5 90291,27556,1321,5366,659
90303,ZCTA5 90303,23961,1528,7560,870
90403,ZCTA5 90403,24359,1220,5512,676
90502,ZCTA5 90502,18527,1459,7679,906
90603,ZCTA5 90603,20780,1443,2565,443
90604,ZCTA5 90604,40545,2470,8359,1360
90007,ZCTA5 90007,42380,1550,17877,962
90015,ZCTA5 90015,23900,1493,10530,1109
90003,ZCTA5 90003,74117,3237,28656,2010
90020,ZCTA5 90020,39366,2461,23013,1701
90023,ZCTA5 90023,46517,2768,19048,1114
90027,ZCTA5 90027,45996,2150,15276,1400
90039,ZCTA5 90039,29966,1495,9085,978
90045,ZCTA5 90045,39795,2025,6806,539
90046,ZCTA5 90046,49828,2088,12888,1195
90077,ZCTA5 90077,8328,915,2131,381
90260,ZCTA5 90260,34540,719,13418,927
90262,ZCTA5 90262,69369,248,26699,1334
90263,ZCTA5 90263,1813,232,297,90
90278,ZCTA5 90278,40090,1566,7744,905
90211,ZCTA5 90211,9211,932,3793,525
90056,ZCTA5 90056,8058,1333,853,327
90058,ZCTA5 90058,3003,929,928,288
90062,ZCTA5 90062,35908,2248,13133,1282
90220,ZCTA5 90220,51042,2281,14082,1343
90222,ZCTA5 90222,34547,2280,10113,952
90255,ZCTA5 90255,74390,1295,34286,1315
90265,ZCTA5 90265,18028,792,2389,465
90266,ZCTA5 90266,35064,48,4572,663
90292,ZCTA5 90292,23931,2148,5502,917
90304,ZCTA5 90304,26584,1601,12694,1271
90505,ZCTA5 90505,36820,1719,11039,1104
90621,ZCTA5 90621,35448,2188,15196,1342
90640,ZCTA5 90640,62873,232,22989,1253
90650,ZCTA5 90650,104524,81,33638,1570
90002,ZCTA5 90002,53402,2731,18825,1354
90005,ZCTA5 90005,38885,1977,21670,1440
90011,ZCTA5 90011,110750,3994,50248,2214
90014,ZCTA5 90014,9126,1162,2482,496
90026,ZCTA5 90026,67657,2428,23623,1186
